nama|kota
Apotek Laris 3|ACEH BARAT DAYA
Apotek K 24 Alur Laut|JAKARTA UTARA
Apotek New Bintang Sehat|BEKASI
Apotek Karangploso Farma|MALANG
Apotek El Fitri|INDRAGIRI HULU
Apotek A M P E L|SURABAYA
Apotek Brajamas Sinar Gemilang|JAKARTA BARAT
Apotek Jerie|MAKASSAR
Apotek Innova|SURAKARTA
Apotek Mulia Pandu Raya|BOGOR
Apotek Husada|DAIRI
Apotek Pajajaran|BANDAR LAMPUNG
Apotek Mentari|BANDA ACEH
Apotek Rigina Farma 2|BIMA
Apotek Alexa Farma|MUSI RAWAS
Apotek Aneka Obat I|BEKASI
Apotek Nw Farma|SIDOARJO
Apotek Mitrasana Perumnas Iii|BEKASI
Apotek Lumbung Obat|KULON PROGO
Apotek Sudi Bakti|TANGERANG
Apotek Kancana|PURWAKARTA
Apotek Pojok|NGAWI
Apotek Sana Farma 2|GARUT
Apotek Abdi Medika|TANGERANG
Apotek Century Cinere|DEPOK
Apotek Mayang Medika|JAMBI
Apotek Edi Peni|SALATIGA
Apotek Medicare|JAKARTA PUSAT
Apotek Kimia Farma Sman Ii Pare|KEDIRI
Apotek Widuri|BANYUMAS
Apotek Md. Farma|ACEH BARAT DAYA
Apotek Keizha Farma|TANGERANG
Apotek Hosana|JAKARTA BARAT
Apotek Natan|JAKARTA PUSAT
Apotek Nafissa|LEBAK
Apotek Kenanti Sehat|TUBAN
Apotek Gading 2|JAKARTA UTARA
Apotek persada Farma|LAMPUNG TENGAH
Apotek Kwarasan|SLEMAN
Apotek Global Medika|JAKARTA TIMUR
Apotek Phyxius|SURABAYA
Apotek Serafim|BANYUWANGI
Apotek Ikp|JAKARTA PUSAT
Apotek Jambu Medika|GROBOGAN
Apotek Ff Farma|JAKARTA BARAT
Apotek Pmi Medical Centre|BANDUNG
Apotek Kimia Farma 293|BALIKPAPAN
Apotek Medigreen|JAKARTA UTARA
Apotek Ydm Medika|TANGERANG
Apotek Savira|JAKARTA TIMUR
Apotek Jalan Baru|JAKARTA UTARA
Apotek Hendro Farma|CILEGON
Apotek Aniza Farma|BANDUNG
Apotek Century Ranch Market Pondok Indah|JAKARTA SELATAN
Apotek Viva Generik Wonokusumo|SURABAYA
Apotek Puji Farma 2|JOMBANG
Apotek Advent farma|KUPANG
Apotek Puri Assyifa|DEPOK
Apotek Begadung Farma|NGANJUK
Apotek Azzam|BENGKULU
Apotek Aris|BANJARNEGARA
Apotek Kimia Farma No.168|TERNATE
Apotek Yacintha|SEMARANG
Apotek Sheva Farma|SEMARANG
Apotek Mitrasana Jakapermai|BEKASI
Apotek Sam Loretaku|KEDIRI
Apotek Sindang Farma|CIREBON
Apotek Maxi farma Rapak|BALIKPAPAN
Apotek Rakha|SUBANG
Apotek Kimia Farma 406|YOGYAKARTA
Apotek Harkat|TANGERANG SELATAN
Apotek Strawberry|SIDOARJO
Apotek Surya Waras|KEDIRI
Apotek Yama Farma|PALU
Apotek Seger 2|CIANJUR
Apotek Mandiri Utama|PEKANBARU
Apotek Husada Citra Medika|BATAM
Apotek Gunung Sehat|BLORA
Apotek Dirgahayu Medical Center|SUMEDANG
Apotek Kimia Farma Rs Sardjito|SLEMAN
Apotek Denai|MEDAN
Apotek Satiya Prima|SAMARINDA
Apotek Kasih Herlian|MIMIKA
Apotek Yovita Farma|BANDUNG
Apotek Suryo|SEMARANG
Apotek Amkana Sehat|NGANJUK
Apotek Sulin|MUARO JAMBI
Apotek Pasena Farma|KULON PROGO
Apotek Fajar Indah 2|JAYAPURA
Apotek Manggala Sehat|TANGERANG
Apotek Century Tcc Batavia|JAKARTA PUSAT
Apotek Griya Indah|JAKARTA UTARA
Apotek Rayendra|BOGOR
Apotek Republik Farmasi|KENDARI
Apotek Masitho|PALEMBANG
Apotek Cerme Farma|GRESIK
Apotek Khanafa Farma|EMPAT LAWANG
Apotek Jetis Farma|KUDUS
Apotek Bukit Indah|SURABAYA
Apotek Cerdas|DEPOK
Apotek Klinik Mata Nusantara|JAKARTA SELATAN
Apotek Sahabat Sehat 2|PATI
Apotek Ratu Mustika|JAKARTA SELATAN
Apotek Jatirogo|TUBAN
Apotek Arvita Farma|GORONTALO
Apotek Napsi|JAKARTA UTARA
Apotek Citama|DEPOK
Apotek Kimia Farma Antasari|BANJARMASIN
Apotek Century Plaza Kji|JAKARTA TIMUR
Apotek Kunthi 12|MAGETAN
Apotek Guardian Mega Mall|BATAM
Apotek Sukahaji|BANDUNG
Apotek Arfipema|JAKARTA PUSAT
Apotek 1 7 8|SURABAYA
Apotek Almeira|JAKARTA SELATAN
Apotek Sofie Farma|BREBES
Apotek K 24 Duren Tiga|JAKARTA SELATAN
Apotek Cipta Rahayu|BANDUNG
Apotek Tiga   Tiga|MANGGARAI
Apotek Zikmal|MEDAN
Apotek Banyuripan|KLATEN
Apotek Khansa Farma 2|BENER MERIAH
Apotek Generik Raya Narogong|BEKASI
Apotek Eka Utama Farma|MAKASSAR
Apotek Sehat Murah|BEKASI
Apotek Generik Utan Kayu Selatan|JAKARTA TIMUR
Apotek Kimia Farma 193/Utan Kayu|
Apotek Kimia Farma Wiyung|SURABAYA
Apotek Wagir Farma|MALANG
Apotek Husin Farma|SUMENEP
Apotek Permata Kalibata|JAKARTA SELATAN
Apotek Generik Kavling Hankam Joglo|JAKARTA BARAT
Apotek Sumber Jaya|MEDAN
Apotek Al Faaruuqi Farma|TANGERANG
Apotek Rumah Sakit Umum Keliat|DELI SERDANG
Apotek Stella Marris|BUOL
Apotek Rsud Bengkalis|BENGKALIS
Apotek Alif Utama Farma|MAMUJU
Apotek Ahza Syifa|SUKOHARJO
Apotek Indar Duta Farma|MAKASSAR
Apotek Ben Waras|BLITAR
Apotek Gnp Farma|SUKOHARJO
Apotek Your Pharmacy Golf Lake Residence|JAKARTA BARAT
Apotek Jasa Farma I|BINJAI
Apotek Kawi Jaya Ii|DEPOK
Apotek Denny Farma|NGANJUK
Apotek Yasa Husada|JAKARTA BARAT
Apotek Blembem Farma|SLEMAN
Apotek Hira|DEPOK
Apotek Dryn|SURABAYA
Apotek Ibunda Ii|SIDOARJO
Apotek Imago|TANGERANG SELATAN
Apotek Bia Farma|CIREBON
Apotek Azkiya|BEKASI
Apotek Pinaesaan|MINAHASA
Apotek Bhadra|BOGOR
Apotek Guardian Bali Beachwalk|BADUNG
Apotek Semoga Sehat|BENGKALIS
Apotek Fatmawati|SUKOHARJO
Apotek Tjoyudan|SURAKARTA
Apotek Homsatu Nuriyyah Farma|SUMEDANG
Apotek Sehat Anugrah|JAKARTA BARAT
Apotek Permata Gadang|JAKARTA UTARA
Apotek Potenza|JAKARTA SELATAN
Apotek Generik Kramat Lontar|JAKARTA PUSAT
Apotek Doa Aneuk|LANGSA
Apotek Generik Pedongkelan|JAKARTA UTARA
Apotek Barang Lompo|POSO
Apotek Aurellia Farma|PADANG
Apotek Century Pharma Mediterania|JAKARTA PUSAT
Apotek Arifa Farma|BATAM
Apotek Alfa|PEKANBARU
Apotek Persada|BATAM
Apotek Marissa Farma|JAKARTA TIMUR
Apotek Amelia Medika|PELALAWAN
Apotek El   Rapha|TERNATE
Apotek Vir Fin Fil Farma|MINAHASA
Apotek Arkan|TULANGBAWANG
Apotek Generik Komarudin|JAKARTA TIMUR
Apotek Dokabu Farma|TABANAN
Apotek Bayeman|YOGYAKARTA
Apotek Viva Generik Mlati|SLEMAN
Apotek Husada Farma|ACEH UTARA
Apotek Pecenongan|JAKARTA PUSAT
Apotek Lutfia|KOTAMOBAGU
Apotek Syafira|KAMPAR
Apotek Ridho Bersaudara|ROKAN HULU
Apotek Jaya Pharma|MANDAILING NATAL
Apotek Mitra Cukir|JOMBANG
Apotek Sandana|TOLI TOLI
Apotek Tabanan|TABANAN
Apotek Annisa|AGAM
Apotek Hospital Husada Farma|TANJUNG JABUNG B
Apotek Kartini|ASAHAN
Apotek Cemara Sehat|KATINGAN
Apotek Tegalsari|KARANGANYAR
Apotek Raja|OGAN KOMERING ULU
Apotek K 24 Dempo|PALEMBANG
Apotek Adeen Farma|MAKASSAR
Apotek Cimenteng|CIANJUR
Apotek Karima|KUDUS
Apotek Melati Rawalumbu|BEKASI
Apotek Gendhis|SIDOARJO
Apotek Tjawang Agung|JAKARTA TIMUR
Apotek Triagung|KARANGANYAR
Apotek Kebon Kacang|JAKARTA PUSAT
Apotek Mars Medika|PURBALINGGA
Apotek Aquarius|MAJALENGKA
Apotek Cengkareng Baru|JAKARTA BARAT
Apotek Joyful|SURABAYA
Apotek Adzka Farma|LAMPUNG BARAT
Apotek Kalimas 2|MEDAN
Apotek Berkah|ACEH SINGKIL
Apotek Kimia Farma 288|KENDARI
Apotek Limonia|BANDAR LAMPUNG
Apotek Budi Farma|SIMALUNGUN
Apotek Naomi Farma|BATAM
Apotek Fatwa Medika|JAKARTA UTARA
Apotek Ratna Farma|PEMALANG
Apotek Berkat Medika|TANGERANG
Apotek Vito|KARANGANYAR
Apotek Sindang Sari|BANDUNG
Apotek Waringkas|BANDUNG
Apotek Imun Farma|BANJARNEGARA
Apotek Dokoro Sehat|GROBOGAN
Apotek Jala Prima|SURABAYA
Apotek Guardian Menara Jamsostek|JAKARTA SELATAN
Apotek Generik Kedaung|TANGERANG SELATAN
Apotek Perintis|JAKARTA TIMUR
Apotek Century Re Martadinata|TANGERANG SELATAN
Apotek Sehat Selalu II|KUNINGAN
Apotek Singkawang I|SINGKAWANG
Apotek K 24 Kwanyar|BANGKALAN
Apotek Rakyat Berkah|BANYU ASIN
Apotek Serasi|ACEH TAMIANG
Apotek Pandu|BOGOR
Apotek Larissa Aesthetic Center|PONOROGO
Apotek Taty|LUBUKLINGGAU
Apotek Almas Farma|YOGYAKARTA
Apotek Arisyah|PASURUAN
Apotek Gloria (Ar)|JAKARTA BARAT
Apotek Medika Meta Utama|SAMARINDA
Apotek Dian Farma Medika|BANTUL
Apotek Tambo Waras|TABANAN
Apotek Generik Ciwaruga|BANDUNG BARAT
Apotek Deltasari|SIDOARJO
Apotek Century Cibubur Village|JAKARTA TIMUR
Apotek Utama Medika|GROBOGAN
Apotek Arafa Farma|MAKASSAR
Apotek Family Farma|BANDA ACEH
Apotek 911 Mk|JAKARTA UTARA
Apotek Rakyat Aneka Farma|TANGERANG SELATAN
Apotek Karya Sukses|SURABAYA
Apotek Dr. Cipto|MALANG
Apotek Santie Farma|BENGKULU SELATAN
Apotek Sukaraja|MEDAN
Apotek Kimia Farma 50|BOGOR
Apotek Kusuma Jaya|SEMARANG
Apotek Seteran|SEMARANG
Apotek Sama Jaya|BANDUNG
Apotek Widiya Farma|PASER
Apotek Harapan Bersama|PEKANBARU
Apotek Sada Hurip|GARUT
Apotek Klinik Aldira Medica|PESAWARAN
Apotek Marema Farma|TASIKMALAYA
Apotek K 24 Jombor|SLEMAN
Apotek Sambeng Farma|LAMONGAN
Apotek Tugu Lilin|BOYOLALI
Apotek Cempaka Lima Kuta Raja|BANDA ACEH
Apotek Susan|SUMEDANG
Apotek Fransisca|BENGKULU
Apotek Danau Sunter|JAKARTA UTARA
Apotek Baleendah Medika|BANDUNG
Apotek Klinik Ibu Dan Anak Duren Tiga|JAKARTA SELATAN
Apotek Generik Sultan Agung|BEKASI
Apotek Guna Farma|MEDAN
Apotek Keluarga Sehat|JAMBI
Apotek Rahmat Fia Farma|GORONTALO
Apotek Kimia Farma D.I Panjaitan|KENDARI
Apotek Ardia F|JEMBER
Apotek Cileungsi|BOGOR
Apotek Medika Sehat|TANGERANG SELATAN
Apotek Century Sahid Sudirman|JAKARTA PUSAT
Apotek Sinar Jakarta|MAKASSAR
Apotek Home|TANGERANG
Apotek Y Amin|INDRAGIRI HULU
Apotek Nadya|PALEMBANG
Apotek Dk Farma|BANGKA BARAT
Apotek Karya Mulia Medika.|DENPASAR
Apotek Bentoel 1|MALANG
Apotek Kedung Farma|BANYUWANGI
Apotek Budhi Mandiri|JAKARTA TIMUR
Apotek Kunir Sehat|LUMAJANG
Apotek Latifah Lestari|TASIKMALAYA
Apotek Bedog Farma|SLEMAN
Apotek Sebelas Maret|SURAKARTA
Apotek Medika Plus 3|JEMBER
Apotek Mandau|BENGKALIS
Apotek Kusuma Firdaus|PASURUAN
Apotek Najya|TIMOR TENGAH SELATAN
Apotek Supra Farma|JAKARTA TIMUR
"""Apotek Rakyat """"Fira Farma"""""""|
Apotek Guardian Giant Superstore Wisma Asri|BEKASI
Apotek K 24 Godean|SLEMAN
Apotek K   76|PANDEGLANG
Apotek Taman Cibodas|TANGERANG
Apotek Kimia Farma Gajah Raya|SEMARANG
Apotek Sumber Redjo|SRAGEN
Apotek Al Zam   Zam|DEPOK
Apotek Generik Bukit Duri Selatan|JAKARTA SELATAN
Apotek Canthique|JAMBI
Apotek Cahaya Kasih|SINGKAWANG
Apotek SS Farma|JEPARA
Apotek Kimia Farma No 198|JAKARTA PUSAT
Apotek Keke Farma|PATI
Apotek Century Sudirman|BALIKPAPAN
Apotek Apotik Eghi Farma|BUTON UTARA
Apotek Sri|BANYUMAS
Apotek Stasiun|REMBANG
Apotek Farmasi Arun|LHOKSEUMAWE
Apotek Bijaksana|MOJOKERTO
Apotek Ventana|KETAPANG
Apotek Hepi Jaya|SIDOARJO
Apotek Fokus|PESAWARAN
Apotek Erfa 19|BEKASI
Apotek Citra Pase|LHOKSEUMAWE
Apotek Sinta|JAKARTA TIMUR
Apotek Kimia Farma 6 Pel Rsuza|BANDA ACEH
Apotek Generik Purwodadi.|PEKANBARU
Apotek Kellyn Medika|SAMARINDA
Apotek Bima Sakti|JAKARTA PUSAT
Apotek Nuramina Farma|JAKARTA TIMUR
Apotek Florinda Farma|GOWA
Apotek Garuda Farma|PANGKALPINANG
Apotek Century Central Plaza Samarinda|SAMARINDA
Apotek Viva Generik Cumi Cumi|SEMARANG
Apotek Saruni Hafiah|PANDEGLANG
Apotek Sand Farma|JAKARTA SELATAN
Apotek New Jaya Abadi|MAKASSAR
Apotek Melvin' S|TANGERANG
Apotek Asri (Krangkungan)|SLEMAN
Apotek Rohil Jaya|ROKAN HILIR
Apotek Sarassita|JEPARA
Apotek Viva Generik Kendangsari|SURABAYA
Apotek Karantina Kesehatan|BANJARMASIN
Apotek Syifa Husada|BOGOR
Apotek Kimia Farma 35|SURABAYA
Apotek Jasa Kurnia|BANDUNG
Apotek Atelier Apothecary|JAKARTA SELATAN
Apotek Sari Ayu|BLORA
Apotek Farmakita 4|BANDUNG
Apotek Gambiran|SEMARANG
Apotek Mulawarman|BALIKPAPAN
Apotek Fatima Farma|TOLI TOLI
Apotek Ariyanti Medika Farma|MOJOKERTO
Apotek Gubug|GROBOGAN
Apotek Handayani|PADANG
Apotek Ridho Asih|PRINGSEWU
Apotek Kimia Farma Tlogosari|SEMARANG
Apotek Century Itc Cibinong|BOGOR
Apotek Fahriza Farma|KONAWE SELATAN
Apotek Faramesti 1|KAUR
Apotek Leuwisadeng|BOGOR
Apotek Piramida|BLITAR
Apotek Faradina Farma|KULON PROGO
Apotek Fakhri Medika|CIANJUR
Apotek Mitra Askarya|MALANG
Apotek Asy Syifa|ACEH BARAT
Apotek Sari Waras|JAMBI
Apotek Asianna Farma|BEKASI
Apotek Pramedika Farma|BEKASI
Apotek Aman Farma|CIREBON
Apotek Pasar Induk Farma|DEMAK
Apotek G B U (Ar)|JAKARTA BARAT
Apotek Pungkur|BANDUNG
Apotek Alia|JEMBER
Apotek Sahabat Sehat|JAKARTA TIMUR
Apotek Rumah Sakit Kurnia|SERANG
Apotek Platinum Farma|MAKASSAR
Apotek Enggal Bagas|BANDAR LAMPUNG
Apotek Rakha 2|SUBANG
Apotek Pd. Sukowati|KARANGANYAR
Apotek Hanne Farma|TANA TORAJA
Apotek BJM Medika|PEKANBARU
Apotek Dan+Dan Pondok Duta|DEPOK
Apotek Menjangan Enam|SEMARANG
Apotek Wonopriggo|PEKALONGAN
Apotek Khresna Farma|MATARAM
Apotek Generik Tipar Cakung|JAKARTA UTARA
Apotek Kasih Ibu|SAWAHLUNTO
Apotek Shofa Ii|NGAWI
Apotek Hidup Baru|JAKARTA SELATAN
Apotek Do'A Sehat|TUBAN
Apotek Raffi|LAMPUNG SELATAN
Apotek Bintang Gejora|SUMEDANG
Apotek Dieng Farma|BANJARNEGARA
Apotek Cilongok Farma|TANGERANG
Apotek Lestari 3|DELI SERDANG
Apotek Century Emporium|BADUNG
Apotek Shinta Dewi|SLEMAN
Apotek Dr Rostiati|SERANG
Apotek Meilody Farma|DONGGALA
Apotek Duta Sehat|JAKARTA UTARA
Apotek Sehat Santoso|PATI
Apotek Haruni|GORONTALO UTARA
Apotek Zam Zam Farma|PURBALINGGA
Apotek Keputran|KLATEN
Apotek Cepat Sembuh|SURABAYA
Apotek Junjung Buih|HULU SUNGAI UTARA
Apotek Wahana Jasilo|HALMAHERA BARAT
Apotek Zainal Abidin|INDRAMAYU
Apotek Waji Waras I|PONOROGO
Apotek Hipocrates|MANGGARAI BARAT
Apotek Century Pharma Taman Pulo Gebang|JAKARTA TIMUR
Apotek Kartika Skin Care Beauty Clinic|JEMBER
Apotek Rara Medika|KEPAHIANG
Apotek Century Cawang|JAKARTA SELATAN
Apotek Nafa|TEBO
Apotek Usadani|SEMARANG
Apotek Nurani|LAMPUNG SELATAN
Apotek Melani|KARANGANYAR
Apotek Gest Farma|PURBALINGGA
Apotek Century Health Care|BENGKALIS
Apotek Contong|CIMAHI
Apotek Abdan Farma|DELI SERDANG
Apotek New Deli|MEDAN
Apotek Telemedika Farma 15|JEMBER
Apotek Generik Haji Ali|JAKARTA TIMUR
Apotek Wahyu Farma|DEMAK
Apotek Begajah|SUKOHARJO
Apotek Anakku|JAKARTA SELATAN
Apotek Maju Medika|BANDAR LAMPUNG
Apotek Hikalfin Farma|KOLAKA UTARA
Apotek Kimia Farma No. 263|BIMA
Apotek K 24 Cipinang Muara|JAKARTA TIMUR
Apotek Berkah Farma I|KENDARI
Apotek Tania|BANDAR LAMPUNG
Apotek Firmansyah|BANGGAI KEPULAUAN
Apotek Aiko Farma|KOLAKA UTARA
Apotek Basmallah|JAMBI
Apotek Al Faris|MAMUJU
Apotek Fiota|SLEMAN
Apotek Generik Alam Tirta|BOGOR
Apotek M Duo|CILACAP
Apotek Kincir Mas|SLEMAN
Apotek Wedari Farma|PATI
Apotek Orinunggu|KENDARI
Apotek Adil|METRO
Apotek Ngrambe Farma|NGAWI
Apotek Nuansa Sehat|PEKANBARU
Apotek Puluh Kadang|BOYOLALI
Apotek Kopkar Indah Kiat|SERANG
Apotek Hijau.|DENPASAR
Apotek Morangan Sejahtera|SLEMAN
Apotek Tera Farma|SURABAYA
Apotek Mandiri 2|PURBALINGGA
Apotek Arini|CIREBON
Apotek Zonik|BANDUNG
Apotek Kimia Farma Sentul|YOGYAKARTA
Apotek Langgeng Sehat|KUDUS
Apotek Bhakti Farma III|MANADO
Apotek Kali Bata City|JAKARTA SELATAN
Apotek Super Farma|JAKARTA UTARA
Apotek Darta Farma|BANDUNG
Apotek Century Puri Garden|JAKARTA BARAT
Apotek Argo Sehat|JAKARTA PUSAT
Apotek Century Citraland Mall|SEMARANG
Apotek Dipa Farma|TULUNGAGUNG
Apotek Kosambi Baru|JAKARTA BARAT
Apotek Tlogofarma|PATI
Apotek Warga Farma Ii|WONOGIRI
Apotek Energi|PEKANBARU
Apotek Ar. Sumber Sehat Jaya|JAKARTA BARAT
Apotek Zamzama|JAKARTA SELATAN
Apotek Pondok Daun|KARAWANG
Apotek Tambola Farma|SUMBA BARAT DAYA
Apotek Saras Sehat|SEMARANG
Apotek Bhakti Raphi Farma|YOGYAKARTA
Apotek Mangu Medika|BADUNG
Apotek Candinegoro|SIDOARJO
Apotek Abadi Jaya Farma|MADIUN
Apotek Perak Farma|JOMBANG
Apotek Al Faruad|BANDUNG
Apotek Cihapit|BANDUNG
Apotek Sumber Barokah|PATI
Apotek Faida Farma|BANYUWANGI
Apotek Zam   Zamy|PALU
Apotek Bunda Nanda|BANDUNG
Apotek Chrisnanda|JEMBER
Apotek 5 Sekawan|SIDOARJO
Apotek Sayung|DEMAK
Apotek Pulung Sehat|PONOROGO
Apotek Abdi|MEDAN
Apotek Kayla Farma|DELI SERDANG
Apotek Batu Permata|BANDUNG
Apotek Generik Rawa Silem|BEKASI
Apotek Restu Bunda Farma|JAKARTA TIMUR
Apotek Generik Kecapi|BEKASI
Apotek Nagasakti|BANGKALAN
Apotek Aneka Obat|JAKARTA TIMUR
Apotek Haris|BANDUNG
Apotek Wido Farma|MEDAN
Apotek Jilwah Farma|TANAH LAUT
Apotek Munjul Farma|BANDUNG
Apotek Novem|SURABAYA
Apotek Mgc24|MERANGIN
Apotek Catur Sehat|SUKOHARJO
Apotek Vit|JAKARTA SELATAN
Apotek Lanata|CILEGON
Apotek Prima Yoga|BENER MERIAH
Apotek Gratia|MANGGARAI TIMUR
Apotek Pasanggrahan|BANDUNG
Apotek Jaya Syifa|SUKAMARA
Apotek Wardhani|GROBOGAN
Apotek Mariam Farma|NGANJUK
Apotek Kailani, S.Si, Apt|PAMEKASAN
Apotek Usaha Murni|DEPOK
Apotek Kawi Jaya Cinere|DEPOK
Apotek Donerdi|JAKARTA BARAT
Apotek Kimia Farma 316|SLEMAN
Apotek swari Farma|BADUNG
Apotek Miracle 4|SURABAYA
Apotek X   Jemursari|SURABAYA
Apotek Mole Farma|MAJENE
Apotek Binangun Farma|BLITAR
Apotek Nafis|TOLI TOLI
Apotek Langgeng Asih|GRESIK
Apotek Mandiri|ASAHAN
Apotek Aidil Farma|KUTAI BARAT
Apotek Ulfalia|JAYAPURA
Apotek Trihati Plus|JAKARTA SELATAN
Apotek Sasi|MALANG
Apotek Nutrimed|JAKARTA BARAT
Apotek Tesalonika|ROKAN HILIR
Apotek Kembar Jaya Farma|BOMBANA
Apotek Mitra Ciracas|JAKARTA TIMUR
Apotek Karlos Farma|BANDUNG
Apotek Jakarta Baru|TOLI TOLI
Apotek Bojongbata|PEMALANG
Apotek Sania|PEKANBARU
Apotek Ibnu Sinna|SLEMAN
Apotek Jasinga|BOGOR
Apotek Timoti AH. Nasution|MEDAN
Apotek Javad Sam|BOYOLALI
Apotek Melati Medika|TANGERANG SELATAN
Apotek Medical Farma|BENGKALIS
Apotek Anti|SEMARANG
Apotek Ginasis|JAKARTA BARAT
Apotek Dlm|JAKARTA PUSAT
Apotek Langgeng Waras|BATANG
Apotek La Tahzan Farma|PASER
Apotek B 16|SIDOARJO
Apotek Anna Pharm|LUWU
Apotek Sunda Farma|GROBOGAN
Apotek Primamedisentra|BEKASI
Apotek Bailo Farma|TOJOUNA UNA
Apotek Century Living World|TANGERANG SELATAN
Apotek Century Big Mall|SAMARINDA
Apotek Alif Farma|BANJARNEGARA
Apotek Kf No 193|JAKARTA TIMUR
Apotek Erhal Saqom|SAMARINDA
Apotek Rakyat Bintang Abyan|OGAN ILIR
Apotek Amar Farma|JOMBANG
Apotek Prima Mulia|BATAM
Apotek Haris Farma|ACEH TENGGARA
Apotek Dirgantara I|JAKARTA TIMUR
Apotek Kimia F Pelengkap 07 RSUP|DENPASAR
Apotek Instalasi Farmasi Rs Budi Mulyo|BLITAR
Apotek Bale Medo|SUMBAWA
Apotek Sinar Mujarab|MAROS
Apotek Jason|KEPULAUAN MERANTI
Apotek Inda|PALU
Apotek Ratu Farma|BANDA ACEH
Apotek Moren Farma|SURABAYA
Apotek Dorowati|KEBUMEN
Apotek As  Syifa|ROKAN HULU
Apotek Chita|PEKALONGAN
Apotek Setra Farma Ii|PURWAKARTA
Apotek Meta Center|SAMARINDA
Apotek Rawasari|BANJARMASIN
Apotek Indra Jaya 2|BANDAR LAMPUNG
Apotek Ibrena I|LEMBATA
Apotek Gentan|SLEMAN
Apotek Citeureup|CIMAHI
Apotek Sabrina|PRINGSEWU
Apotek Shopiara|MAKASSAR
Apotek K 1|BANDUNG
Apotek Zasha|SURABAYA
Apotek Titi Farma Medika ( Depo Farmasi )|JAKARTA SELATAN
Apotek Simpatik|JAYAPURA
Apotek My Pharmacy Mayapada Tower Ii|JAKARTA SELATAN
Apotek Kimia Farma Kartini|DEPOK
Apotek Farel|BANGGAI KEPULAUAN
Apotek Medison Care Batu|BATU
Apotek Asiah|WONOGIRI
Apotek Riza Farma|ACEH TENGAH
Apotek Sehat 1|JAMBI
Apotek Bentar|SIDOARJO
Apotek Dharma Bakti|PEKANBARU
Apotek K 24 Sugiyopranoto|SEMARANG
Apotek Nanda Farma|BANDUNG
Apotek Panasea|LUMAJANG
Apotek Profesi|BANDAR LAMPUNG
Apotek Lili Farma|BENGKALIS
Apotek Trubus Jaya|PEKALONGAN
Apotek Sarwo Ono|KLATEN
Apotek Tiga Bintang|BANDUNG
Apotek Lovely Farma|BATAM
Apotek Azzikra|CIANJUR
Apotek Budi Asih I|INDRAMAYU
Apotek Kopinka Farma|MADIUN
Apotek Nurlita Farma|NGANJUK
Apotek Bp. Anisah|DEMAK
Apotek Sakina|KARAWANG
Apotek Faris Farma|MAKASSAR
Apotek Karmila Farma|BOGOR
Apotek Guardian Farma Depok|DEPOK
Apotek Asia Husada|BALIKPAPAN
Apotek Daffa|SUKOHARJO
Apotek Sinar Hidup|PANDEGLANG
Apotek Arindra|SUKOHARJO
Apotek Putroe Phang|ACEH UTARA
Apotek Al Ghani|BENGKULU
Apotek Mataram Segar|MALANG
Apotek Slamet Riyadi|BLITAR
Apotek Salma|MEDAN
Apotek Rakyat Nale|SERAM BAGIAN BARAT
Apotek Generik Mustika 2|BEKASI
Apotek Berlian|MEDAN
Apotek Abiel Panggung|NGANJUK
Apotek Samudra|MEDAN
Apotek Ayumas|BUNGO
Apotek Sanitas|BATAM
Apotek Arjasa|MALANG
Apotek Yusty Farma|WAKATOBI
Apotek Tri Daya Buana Sejahtera|BANDUNG
Apotek Kimia Farma Mutiara Taman Palem|JAKARTA BARAT
Apotek A.W|BENGKALIS
Apotek Juan Farma|MEDAN
Apotek Indah Makmur|JAKARTA BARAT
Apotek L   Fans Parengan|LAMONGAN
Apotek Nalya|BINJAI
Apotek Arvia Farma|NGANJUK
Apotek Ramai|BANDA ACEH
Apotek Theraphy|PONTIANAK
Apotek Mbima Farma|FAKFAK
Apotek Ks Farma|WONOGIRI
Apotek Sekopek Farma|KENDAL
Apotek Dermaga Raya|JAKARTA TIMUR
Apotek Mestik Jaya 2|JAKARTA SELATAN
Apotek Godean|SLEMAN
Apotek Theresiana I|SEMARANG
Apotek Al Fa GaMa 2|BELITUNG TIMUR
Apotek Ngasin|CILACAP
Apotek Panji Farma|YOGYAKARTA
Apotek Rakyat Syukur I|TUAL
Apotek Mangkang Sehat|SEMARANG
Apotek Rakyat Mitra Sehati|TUAL
Apotek Tanjung Selor|BALANGAN
Apotek Natural|BEKASI
Apotek Arafik Farma|KUNINGAN
Apotek Mahesa|GARUT
Apotek Nalambok Farma|DAIRI
Apotek Kopegtel|BANJARMASIN
Apotek Kusumah|SUBANG
Apotek Sanggar Farma|BANYUWANGI
Apotek Dinasti|BADUNG
Apotek Rakyat Sukses Jaya|JAKARTA PUSAT
Apotek Rakyat Tanah Abang Group|JAKARTA PUSAT
Apotek Atifa|SIDOARJO
Apotek Adika Farma|BANDUNG
Apotek H A L I M|JAKARTA BARAT
Apotek U T A M A|SURABAYA
Apotek Gronong|SUKOHARJO
Apotek Guardian Galaxy Mall 2|SURABAYA
Apotek Tujuh Pulau|BELU
Apotek Meifa|BANDAR LAMPUNG
Apotek K 24 Anggrek|SIKKA
Apotek Lani Farma|MALUKU TENGAH
Apotek Ogan Farma|OGAN KOMERING ULU
Apotek Mitra Pharma|BEKASI
Apotek Raihana|CIANJUR
Apotek Berkah Farma|DELI SERDANG
Apotek Bunda Riescy|JAKARTA SELATAN
